source_vintage,zipcode18,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
2018,00501,33095,Patchogue,NY,301,East Long Island,NY
2018,00544,33095,Patchogue,NY,301,East Long Island,NY
2018,01001,22058,Springfield,MA,230,Springfield,MA
2018,01002,22046,Northampton,MA,230,Springfield,MA
2018,01003,22046,Northampton,MA,230,Springfield,MA
2018,01004,22046,Northampton,MA,230,Springfield,MA
2018,01005,22070,Worcester,MA,231,Worcester,MA
2018,01007,22063,Ware,MA,230,Springfield,MA
2018,01008,22066,Westfield,MA,230,Springfield,MA
2018,01009,22049,Palmer,MA,230,Springfield,MA
2018,01010,22057,Southbridge,MA,231,Worcester,MA
2018,01011,22051,Pittsfield,MA,295,Albany,NY
2018,01012,22046,Northampton,MA,230,Springfield,MA
2018,01013,22058,Springfield,MA,230,Springfield,MA
2018,01014,22058,Springfield,MA,230,Springfield,MA
2018,01020,22058,Springfield,MA,230,Springfield,MA
2018,01021,22058,Springfield,MA,230,Springfield,MA
2018,01022,22023,Holyoke,MA,230,Springfield,MA
2018,01026,22046,Northampton,MA,230,Springfield,MA
2018,01027,22046,Northampton,MA,230,Springfield,MA
2018,01028,22058,Springfield,MA,230,Springfield,MA
2018,01029,22020,Great Barrington,MA,230,Springfield,MA
2018,01030,22058,Springfield,MA,230,Springfield,MA
2018,01031,22063,Ware,MA,230,Springfield,MA
2018,01032,22046,Northampton,MA,230,Springfield,MA
2018,01033,22023,Holyoke,MA,230,Springfield,MA
2018,01034,22066,Westfield,MA,230,Springfield,MA
2018,01035,22046,Northampton,MA,230,Springfield,MA
2018,01036,22058,Springfield,MA,230,Springfield,MA
2018,01037,22063,Ware,MA,230,Springfield,MA
2018,01038,22046,Northampton,MA,230,Springfield,MA
2018,01039,22021,Greenfield,MA,230,Springfield,MA
2018,01040,22023,Holyoke,MA,230,Springfield,MA
2018,01041,22023,Holyoke,MA,230,Springfield,MA
2018,01050,22066,Westfield,MA,230,Springfield,MA
2018,01053,22046,Northampton,MA,230,Springfield,MA
2018,01054,22021,Greenfield,MA,230,Springfield,MA
2018,01056,22028,Ludlow,MA,230,Springfield,MA
2018,01057,22049,Palmer,MA,230,Springfield,MA
2018,01059,22046,Northampton,MA,230,Springfield,MA
2018,01060,22046,Northampton,MA,230,Springfield,MA
2018,01061,22046,Northampton,MA,230,Springfield,MA
2018,01062,22046,Northampton,MA,230,Springfield,MA
2018,01063,22046,Northampton,MA,230,Springfield,MA
2018,01066,22046,Northampton,MA,230,Springfield,MA
2018,01068,22070,Worcester,MA,231,Worcester,MA
2018,01069,22049,Palmer,MA,230,Springfield,MA
2018,01070,22046,Northampton,MA,230,Springfield,MA
2018,01071,22066,Westfield,MA,230,Springfield,MA
2018,01072,22021,Greenfield,MA,230,Springfield,MA
2018,01073,22046,Northampton,MA,230,Springfield,MA
2018,01074,22070,Worcester,MA,231,Worcester,MA
2018,01075,22023,Holyoke,MA,230,Springfield,MA
2018,01077,22066,Westfield,MA,230,Springfield,MA
2018,01079,22049,Palmer,MA,230,Springfield,MA
2018,01080,22049,Palmer,MA,230,Springfield,MA
2018,01081,22057,Southbridge,MA,231,Worcester,MA
2018,01082,22063,Ware,MA,230,Springfield,MA
2018,01083,22063,Ware,MA,230,Springfield,MA
2018,01084,22046,Northampton,MA,230,Springfield,MA
2018,01085,22066,Westfield,MA,230,Springfield,MA
2018,01086,22066,Westfield,MA,230,Springfield,MA
2018,01088,22046,Northampton,MA,230,Springfield,MA
2018,01089,22058,Springfield,MA,230,Springfield,MA
2018,01090,22058,Springfield,MA,230,Springfield,MA
2018,01092,22063,Ware,MA,230,Springfield,MA
2018,01093,22021,Greenfield,MA,230,Springfield,MA
2018,01094,22063,Ware,MA,230,Springfield,MA
2018,01095,22058,Springfield,MA,230,Springfield,MA
2018,01096,22046,Northampton,MA,230,Springfield,MA
2018,01097,22066,Westfield,MA,230,Springfield,MA
2018,01098,22046,Northampton,MA,230,Springfield,MA
2018,01101,22058,Springfield,MA,230,Springfield,MA
2018,01102,22058,Springfield,MA,230,Springfield,MA
2018,01103,22058,Springfield,MA,230,Springfield,MA
2018,01104,22058,Springfield,MA,230,Springfield,MA
2018,01105,22058,Springfield,MA,230,Springfield,MA
2018,01106,22058,Springfield,MA,230,Springfield,MA
2018,01107,22058,Springfield,MA,230,Springfield,MA
2018,01108,22058,Springfield,MA,230,Springfield,MA
2018,01109,22058,Springfield,MA,230,Springfield,MA
2018,01111,22058,Springfield,MA,230,Springfield,MA
2018,01115,22058,Springfield,MA,230,Springfield,MA
2018,01116,22058,Springfield,MA,230,Springfield,MA
2018,01118,22058,Springfield,MA,230,Springfield,MA
2018,01119,22058,Springfield,MA,230,Springfield,MA
2018,01128,22058,Springfield,MA,230,Springfield,MA
2018,01129,22058,Springfield,MA,230,Springfield,MA
2018,01138,22058,Springfield,MA,230,Springfield,MA
2018,01139,22058,Springfield,MA,230,Springfield,MA
2018,01144,22058,Springfield,MA,230,Springfield,MA
2018,01151,22058,Springfield,MA,230,Springfield,MA
2018,01152,22058,Springfield,MA,230,Springfield,MA
2018,01199,22058,Springfield,MA,230,Springfield,MA
2018,01201,22051,Pittsfield,MA,295,Albany,NY
2018,01202,22051,Pittsfield,MA,295,Albany,NY
2018,01203,22051,Pittsfield,MA,295,Albany,NY
2018,01220,22045,North Adams,MA,230,Springfield,MA
2018,01222,22020,Great Barrington,MA,230,Springfield,MA
2018,01223,22051,Pittsfield,MA,295,Albany,NY
2018,01224,22051,Pittsfield,MA,295,Albany,NY
2018,01225,22051,Pittsfield,MA,295,Albany,NY
2018,01226,22051,Pittsfield,MA,295,Albany,NY
2018,01227,22051,Pittsfield,MA,295,Albany,NY
2018,01229,22051,Pittsfield,MA,295,Albany,NY
2018,01230,22020,Great Barrington,MA,230,Springfield,MA
2018,01235,22051,Pittsfield,MA,295,Albany,NY
2018,01236,22020,Great Barrington,MA,230,Springfield,MA
2018,01237,22051,Pittsfield,MA,295,Albany,NY
2018,01238,22051,Pittsfield,MA,295,Albany,NY
2018,01240,22051,Pittsfield,MA,295,Albany,NY
2018,01242,22051,Pittsfield,MA,295,Albany,NY
2018,01243,22051,Pittsfield,MA,295,Albany,NY
2018,01244,22020,Great Barrington,MA,230,Springfield,MA
2018,01245,22020,Great Barrington,MA,230,Springfield,MA
2018,01247,22045,North Adams,MA,230,Springfield,MA
2018,01252,22020,Great Barrington,MA,230,Springfield,MA
2018,01253,22020,Great Barrington,MA,230,Springfield,MA
2018,01254,22051,Pittsfield,MA,295,Albany,NY
2018,01255,22020,Great Barrington,MA,230,Springfield,MA
2018,01256,22045,North Adams,MA,230,Springfield,MA
2018,01257,22020,Great Barrington,MA,230,Springfield,MA
2018,01258,22020,Great Barrington,MA,230,Springfield,MA
2018,01259,22020,Great Barrington,MA,230,Springfield,MA
2018,01260,22051,Pittsfield,MA,295,Albany,NY
2018,01262,22051,Pittsfield,MA,295,Albany,NY
2018,01263,22051,Pittsfield,MA,295,Albany,NY
2018,01264,22051,Pittsfield,MA,295,Albany,NY
2018,01266,22051,Pittsfield,MA,295,Albany,NY
2018,01267,22045,North Adams,MA,230,Springfield,MA
2018,01270,22051,Pittsfield,MA,295,Albany,NY
2018,01301,22021,Greenfield,MA,230,Springfield,MA
2018,01302,22021,Greenfield,MA,230,Springfield,MA
2018,01330,22021,Greenfield,MA,230,Springfield,MA
2018,01331,22002,Athol,MA,231,Worcester,MA
2018,01337,22021,Greenfield,MA,230,Springfield,MA
2018,01338,22021,Greenfield,MA,230,Springfield,MA
2018,01339,22021,Greenfield,MA,230,Springfield,MA
2018,01340,22021,Greenfield,MA,230,Springfield,MA
2018,01341,22021,Greenfield,MA,230,Springfield,MA
2018,01342,22021,Greenfield,MA,230,Springfield,MA
2018,01343,22021,Greenfield,MA,230,Springfield,MA
2018,01344,22021,Greenfield,MA,230,Springfield,MA
2018,01346,22021,Greenfield,MA,230,Springfield,MA
2018,01347,22021,Greenfield,MA,230,Springfield,MA
2018,01349,22021,Greenfield,MA,230,Springfield,MA
2018,01350,22045,North Adams,MA,230,Springfield,MA
2018,01351,22021,Greenfield,MA,230,Springfield,MA
2018,01354,22021,Greenfield,MA,230,Springfield,MA
2018,01355,22002,Athol,MA,231,Worcester,MA
2018,01360,22021,Greenfield,MA,230,Springfield,MA
2018,01364,22002,Athol,MA,231,Worcester,MA
2018,01366,22002,Athol,MA,231,Worcester,MA
2018,01367,22021,Greenfield,MA,230,Springfield,MA
2018,01368,22002,Athol,MA,231,Worcester,MA
2018,01370,22021,Greenfield,MA,230,Springfield,MA
2018,01373,22021,Greenfield,MA,230,Springfield,MA
2018,01375,22021,Greenfield,MA,230,Springfield,MA
2018,01376,22021,Greenfield,MA,230,Springfield,MA
2018,01378,22002,Athol,MA,231,Worcester,MA
2018,01379,22021,Greenfield,MA,230,Springfield,MA
2018,01380,22021,Greenfield,MA,230,Springfield,MA
2018,01420,22016,Fitchburg,MA,231,Worcester,MA
2018,01430,22018,Gardner,MA,231,Worcester,MA
2018,01431,22016,Fitchburg,MA,231,Worcester,MA
2018,01432,22004,Ayer,MA,227,Boston,MA
2018,01434,22004,Ayer,MA,227,Boston,MA
2018,01436,22018,Gardner,MA,231,Worcester,MA
2018,01438,22018,Gardner,MA,231,Worcester,MA
2018,01440,22018,Gardner,MA,231,Worcester,MA
2018,01441,22018,Gardner,MA,231,Worcester,MA
2018,01450,22004,Ayer,MA,227,Boston,MA
2018,01451,22004,Ayer,MA,227,Boston,MA
2018,01452,22018,Gardner,MA,231,Worcester,MA
2018,01453,22026,Leominster,MA,231,Worcester,MA
2018,01460,22004,Ayer,MA,227,Boston,MA
2018,01462,22016,Fitchburg,MA,231,Worcester,MA
2018,01463,22004,Ayer,MA,227,Boston,MA
2018,01464,22004,Ayer,MA,227,Boston,MA
2018,01467,22004,Ayer,MA,227,Boston,MA
2018,01468,22018,Gardner,MA,231,Worcester,MA
2018,01469,22004,Ayer,MA,227,Boston,MA
2018,01470,22004,Ayer,MA,227,Boston,MA
2018,01471,22004,Ayer,MA,227,Boston,MA
2018,01472,22004,Ayer,MA,227,Boston,MA
2018,01473,22018,Gardner,MA,231,Worcester,MA
2018,01474,22016,Fitchburg,MA,231,Worcester,MA
2018,01475,22018,Gardner,MA,231,Worcester,MA
2018,01501,22070,Worcester,MA,231,Worcester,MA
2018,01503,22070,Worcester,MA,231,Worcester,MA
2018,01504,41009,Woonsocket,RI,364,Providence,RI
2018,01505,22070,Worcester,MA,231,Worcester,MA
2018,01506,22070,Worcester,MA,231,Worcester,MA
2018,01507,22057,Southbridge,MA,231,Worcester,MA
2018,01508,22057,Southbridge,MA,231,Worcester,MA
2018,01509,22057,Southbridge,MA,231,Worcester,MA
2018,01510,22010,Clinton,MA,231,Worcester,MA
2018,01515,22070,Worcester,MA,231,Worcester,MA
2018,01516,22070,Worcester,MA,231,Worcester,MA
2018,01518,22057,Southbridge,MA,231,Worcester,MA
2018,01519,22070,Worcester,MA,231,Worcester,MA
2018,01520,22070,Worcester,MA,231,Worcester,MA
2018,01521,22057,Southbridge,MA,231,Worcester,MA
2018,01522,22070,Worcester,MA,231,Worcester,MA
2018,01523,22010,Clinton,MA,231,Worcester,MA
2018,01524,22070,Worcester,MA,231,Worcester,MA
2018,01525,22070,Worcester,MA,231,Worcester,MA
2018,01526,22070,Worcester,MA,231,Worcester,MA
2018,01527,22070,Worcester,MA,231,Worcester,MA
2018,01529,41009,Woonsocket,RI,364,Providence,RI
2018,01531,22070,Worcester,MA,231,Worcester,MA
2018,01532,22070,Worcester,MA,231,Worcester,MA
2018,01534,22070,Worcester,MA,231,Worcester,MA
2018,01535,22070,Worcester,MA,231,Worcester,MA
2018,01536,22070,Worcester,MA,231,Worcester,MA
2018,01537,22070,Worcester,MA,231,Worcester,MA
2018,01538,22070,Worcester,MA,231,Worcester,MA
2018,01540,22070,Worcester,MA,231,Worcester,MA
2018,01541,22070,Worcester,MA,231,Worcester,MA
2018,01542,22070,Worcester,MA,231,Worcester,MA
2018,01543,22070,Worcester,MA,231,Worcester,MA
2018,01545,22070,Worcester,MA,231,Worcester,MA
2018,01546,22070,Worcester,MA,231,Worcester,MA
2018,01550,22057,Southbridge,MA,231,Worcester,MA
2018,01560,22070,Worcester,MA,231,Worcester,MA
2018,01561,22010,Clinton,MA,231,Worcester,MA
2018,01562,22070,Worcester,MA,231,Worcester,MA
2018,01564,22070,Worcester,MA,231,Worcester,MA
2018,01566,22057,Southbridge,MA,231,Worcester,MA
2018,01568,22070,Worcester,MA,231,Worcester,MA
2018,01569,22070,Worcester,MA,231,Worcester,MA
2018,01570,22065,Webster,MA,231,Worcester,MA
2018,01571,22065,Webster,MA,231,Worcester,MA
2018,01581,22070,Worcester,MA,231,Worcester,MA
2018,01583,22070,Worcester,MA,231,Worcester,MA
2018,01585,22063,Ware,MA,230,Springfield,MA
2018,01586,22070,Worcester,MA,231,Worcester,MA
2018,01588,22070,Worcester,MA,231,Worcester,MA
2018,01590,22070,Worcester,MA,231,Worcester,MA
2018,01601,22070,Worcester,MA,231,Worcester,MA
2018,01602,22070,Worcester,MA,231,Worcester,MA
2018,01603,22070,Worcester,MA,231,Worcester,MA
2018,01604,22070,Worcester,MA,231,Worcester,MA
2018,01605,22070,Worcester,MA,231,Worcester,MA
2018,01606,22070,Worcester,MA,231,Worcester,MA
2018,01607,22070,Worcester,MA,231,Worcester,MA
2018,01608,22070,Worcester,MA,231,Worcester,MA
2018,01609,22070,Worcester,MA,231,Worcester,MA
2018,01610,22070,Worcester,MA,231,Worcester,MA
2018,01611,22070,Worcester,MA,231,Worcester,MA
2018,01612,22070,Worcester,MA,231,Worcester,MA
2018,01613,22070,Worcester,MA,231,Worcester,MA
2018,01614,22070,Worcester,MA,231,Worcester,MA
2018,01615,22070,Worcester,MA,231,Worcester,MA
2018,01653,22070,Worcester,MA,231,Worcester,MA
2018,01655,22070,Worcester,MA,231,Worcester,MA
2018,01701,22039,Natick,MA,227,Boston,MA
2018,01702,22039,Natick,MA,227,Boston,MA
2018,01703,22039,Natick,MA,227,Boston,MA
2018,01704,22039,Natick,MA,227,Boston,MA
2018,01705,22039,Natick,MA,227,Boston,MA
2018,01718,22011,Concord,MA,227,Boston,MA
2018,01719,22011,Concord,MA,227,Boston,MA
2018,01720,22011,Concord,MA,227,Boston,MA
2018,01721,22039,Natick,MA,227,Boston,MA
2018,01730,22011,Concord,MA,227,Boston,MA
2018,01731,22011,Concord,MA,227,Boston,MA
2018,01740,22031,Marlborough,MA,231,Worcester,MA
2018,01741,22011,Concord,MA,227,Boston,MA
2018,01742,22011,Concord,MA,227,Boston,MA
2018,01745,22039,Natick,MA,227,Boston,MA
2018,01746,22039,Natick,MA,227,Boston,MA
2018,01747,22070,Worcester,MA,231,Worcester,MA
2018,01748,22039,Natick,MA,227,Boston,MA
2018,01749,22031,Marlborough,MA,231,Worcester,MA
2018,01752,22031,Marlborough,MA,231,Worcester,MA
2018,01754,22011,Concord,MA,227,Boston,MA
2018,01756,22070,Worcester,MA,231,Worcester,MA
2018,01757,22039,Natick,MA,227,Boston,MA
2018,01760,22039,Natick,MA,227,Boston,MA
2018,01770,22039,Natick,MA,227,Boston,MA
2018,01772,22039,Natick,MA,227,Boston,MA
2018,01773,22011,Concord,MA,227,Boston,MA
2018,01775,22011,Concord,MA,227,Boston,MA
2018,01776,22011,Concord,MA,227,Boston,MA
2018,01778,22039,Natick,MA,227,Boston,MA
2018,01784,22039,Natick,MA,227,Boston,MA
2018,01801,22067,Winchester,MA,227,Boston,MA
2018,01803,22008,Burlington,MA,227,Boston,MA
2018,01805,22008,Burlington,MA,227,Boston,MA
2018,01810,22025,Lawrence,MA,227,Boston,MA
2018,01812,22025,Lawrence,MA,227,Boston,MA
2018,01813,22067,Winchester,MA,227,Boston,MA
2018,01815,22067,Winchester,MA,227,Boston,MA
2018,01821,22027,Lowell,MA,227,Boston,MA
2018,01822,22027,Lowell,MA,227,Boston,MA
2018,01824,22027,Lowell,MA,227,Boston,MA
2018,01826,22027,Lowell,MA,227,Boston,MA
2018,01827,22027,Lowell,MA,227,Boston,MA
2018,01830,22022,Haverhill,MA,227,Boston,MA
2018,01831,22022,Haverhill,MA,227,Boston,MA
2018,01832,22022,Haverhill,MA,227,Boston,MA
2018,01833,22022,Haverhill,MA,227,Boston,MA
2018,01834,22022,Haverhill,MA,227,Boston,MA
2018,01835,22022,Haverhill,MA,227,Boston,MA
2018,01840,22025,Lawrence,MA,227,Boston,MA
2018,01841,22025,Lawrence,MA,227,Boston,MA
2018,01842,22025,Lawrence,MA,227,Boston,MA
2018,01843,22025,Lawrence,MA,227,Boston,MA
2018,01844,22034,Methuen,MA,227,Boston,MA
2018,01845,22025,Lawrence,MA,227,Boston,MA
2018,01850,22027,Lowell,MA,227,Boston,MA
2018,01851,22027,Lowell,MA,227,Boston,MA
2018,01852,22027,Lowell,MA,227,Boston,MA
2018,01853,22027,Lowell,MA,227,Boston,MA
2018,01854,22027,Lowell,MA,227,Boston,MA
2018,01860,22042,Newburyport,MA,227,Boston,MA
2018,01862,22027,Lowell,MA,227,Boston,MA
2018,01863,22027,Lowell,MA,227,Boston,MA
2018,01864,22067,Winchester,MA,227,Boston,MA
2018,01865,22027,Lowell,MA,227,Boston,MA
2018,01866,22027,Lowell,MA,227,Boston,MA
2018,01867,22067,Winchester,MA,227,Boston,MA
2018,01876,22027,Lowell,MA,227,Boston,MA
2018,01879,22027,Lowell,MA,227,Boston,MA
2018,01880,22033,Melrose,MA,227,Boston,MA
2018,01885,22005,Beverly,MA,227,Boston,MA
2018,01886,22027,Lowell,MA,227,Boston,MA
2018,01887,22067,Winchester,MA,227,Boston,MA
2018,01888,22067,Winchester,MA,227,Boston,MA
2018,01889,22067,Winchester,MA,227,Boston,MA
2018,01890,22067,Winchester,MA,227,Boston,MA
2018,01899,22025,Lawrence,MA,227,Boston,MA
2018,01901,22029,Lynn,MA,227,Boston,MA
2018,01902,22029,Lynn,MA,227,Boston,MA
2018,01903,22029,Lynn,MA,227,Boston,MA
2018,01904,22029,Lynn,MA,227,Boston,MA
2018,01905,22029,Lynn,MA,227,Boston,MA
2018,01906,22033,Melrose,MA,227,Boston,MA
2018,01907,22054,Salem,MA,227,Boston,MA
2018,01908,22029,Lynn,MA,227,Boston,MA
2018,01910,22029,Lynn,MA,227,Boston,MA
2018,01913,22042,Newburyport,MA,227,Boston,MA
2018,01915,22005,Beverly,MA,227,Boston,MA
2018,01921,22005,Beverly,MA,227,Boston,MA
2018,01922,22042,Newburyport,MA,227,Boston,MA
2018,01923,22005,Beverly,MA,227,Boston,MA
2018,01929,22005,Beverly,MA,227,Boston,MA
2018,01930,22019,Gloucester,MA,227,Boston,MA
2018,01931,22019,Gloucester,MA,227,Boston,MA
2018,01936,22005,Beverly,MA,227,Boston,MA
2018,01937,22005,Beverly,MA,227,Boston,MA
2018,01938,22005,Beverly,MA,227,Boston,MA
2018,01940,22029,Lynn,MA,227,Boston,MA
2018,01944,22005,Beverly,MA,227,Boston,MA
2018,01945,22054,Salem,MA,227,Boston,MA
2018,01949,22005,Beverly,MA,227,Boston,MA
2018,01950,22042,Newburyport,MA,227,Boston,MA
2018,01951,22042,Newburyport,MA,227,Boston,MA
2018,01952,22042,Newburyport,MA,227,Boston,MA
2018,01960,22054,Salem,MA,227,Boston,MA
2018,01961,22054,Salem,MA,227,Boston,MA
2018,01965,22005,Beverly,MA,227,Boston,MA
2018,01966,22019,Gloucester,MA,227,Boston,MA
2018,01969,22042,Newburyport,MA,227,Boston,MA
2018,01970,22054,Salem,MA,227,Boston,MA
2018,01971,22054,Salem,MA,227,Boston,MA
2018,01982,22005,Beverly,MA,227,Boston,MA
2018,01983,22005,Beverly,MA,227,Boston,MA
2018,01984,22005,Beverly,MA,227,Boston,MA
2018,01985,22042,Newburyport,MA,227,Boston,MA
2018,02018,22056,South Weymouth,MA,227,Boston,MA
2018,02019,41009,Woonsocket,RI,364,Providence,RI
2018,02020,22056,South Weymouth,MA,227,Boston,MA
2018,02021,22047,Norwood,MA,227,Boston,MA
2018,02025,22056,South Weymouth,MA,227,Boston,MA
2018,02026,22006,Boston,MA,227,Boston,MA
2018,02027,22006,Boston,MA,227,Boston,MA
2018,02030,22039,Natick,MA,227,Boston,MA
2018,02032,22047,Norwood,MA,227,Boston,MA
2018,02035,22047,Norwood,MA,227,Boston,MA
2018,02038,22044,Norfolk,MA,227,Boston,MA
2018,02040,22056,South Weymouth,MA,227,Boston,MA
2018,02041,22056,South Weymouth,MA,227,Boston,MA
2018,02043,22056,South Weymouth,MA,227,Boston,MA
2018,02044,22056,South Weymouth,MA,227,Boston,MA
2018,02045,22056,South Weymouth,MA,227,Boston,MA
2018,02047,22056,South Weymouth,MA,227,Boston,MA
2018,02048,22003,Attleboro,MA,364,Providence,RI
2018,02050,22056,South Weymouth,MA,227,Boston,MA
2018,02051,22056,South Weymouth,MA,227,Boston,MA
2018,02052,22039,Natick,MA,227,Boston,MA
2018,02053,22039,Natick,MA,227,Boston,MA
2018,02054,22039,Natick,MA,227,Boston,MA
2018,02055,22056,South Weymouth,MA,227,Boston,MA
2018,02056,22044,Norfolk,MA,227,Boston,MA
2018,02059,22056,South Weymouth,MA,227,Boston,MA
2018,02060,22056,South Weymouth,MA,227,Boston,MA
2018,02061,22056,South Weymouth,MA,227,Boston,MA
2018,02062,22047,Norwood,MA,227,Boston,MA
2018,02065,22056,South Weymouth,MA,227,Boston,MA
2018,02066,22056,South Weymouth,MA,227,Boston,MA
2018,02067,22047,Norwood,MA,227,Boston,MA
2018,02070,22044,Norfolk,MA,227,Boston,MA
2018,02071,22047,Norwood,MA,227,Boston,MA
2018,02072,22060,Stoughton,MA,227,Boston,MA
2018,02081,22047,Norwood,MA,227,Boston,MA
2018,02090,22047,Norwood,MA,227,Boston,MA
2018,02093,22044,Norfolk,MA,227,Boston,MA
2018,02108,22006,Boston,MA,227,Boston,MA
2018,02109,22006,Boston,MA,227,Boston,MA
2018,02110,22006,Boston,MA,227,Boston,MA
2018,02111,22006,Boston,MA,227,Boston,MA
2018,02112,22006,Boston,MA,227,Boston,MA
2018,02113,22006,Boston,MA,227,Boston,MA
2018,02114,22006,Boston,MA,227,Boston,MA
2018,02115,22006,Boston,MA,227,Boston,MA
2018,02116,22006,Boston,MA,227,Boston,MA
2018,02117,22006,Boston,MA,227,Boston,MA
2018,02118,22006,Boston,MA,227,Boston,MA
2018,02119,22006,Boston,MA,227,Boston,MA
2018,02120,22006,Boston,MA,227,Boston,MA
2018,02121,22006,Boston,MA,227,Boston,MA
2018,02122,22006,Boston,MA,227,Boston,MA
2018,02123,22006,Boston,MA,227,Boston,MA
2018,02124,22006,Boston,MA,227,Boston,MA
2018,02125,22006,Boston,MA,227,Boston,MA
2018,02126,22006,Boston,MA,227,Boston,MA
2018,02127,22006,Boston,MA,227,Boston,MA
2018,02128,22006,Boston,MA,227,Boston,MA
2018,02129,22006,Boston,MA,227,Boston,MA
2018,02130,22006,Boston,MA,227,Boston,MA
2018,02131,22006,Boston,MA,227,Boston,MA
2018,02132,22006,Boston,MA,227,Boston,MA
2018,02133,22006,Boston,MA,227,Boston,MA
2018,02134,22006,Boston,MA,227,Boston,MA
2018,02135,22006,Boston,MA,227,Boston,MA
2018,02136,22006,Boston,MA,227,Boston,MA
2018,02137,22006,Boston,MA,227,Boston,MA
2018,02138,22009,Cambridge,MA,227,Boston,MA
2018,02139,22009,Cambridge,MA,227,Boston,MA
2018,02140,22009,Cambridge,MA,227,Boston,MA
2018,02141,22009,Cambridge,MA,227,Boston,MA
2018,02142,22006,Boston,MA,227,Boston,MA
2018,02143,22055,Somerville,MA,227,Boston,MA
2018,02144,22055,Somerville,MA,227,Boston,MA
2018,02145,22055,Somerville,MA,227,Boston,MA
2018,02148,22030,Malden,MA,227,Boston,MA
2018,02149,22013,Everett,MA,227,Boston,MA
2018,02150,22006,Boston,MA,227,Boston,MA
2018,02151,22006,Boston,MA,227,Boston,MA
2018,02152,22068,Winthrop,MA,227,Boston,MA
2018,02153,22055,Somerville,MA,227,Boston,MA
2018,02155,22032,Medford,MA,227,Boston,MA
2018,02156,22032,Medford,MA,227,Boston,MA
2018,02163,22006,Boston,MA,227,Boston,MA
2018,02169,22053,Quincy,MA,227,Boston,MA
2018,02170,22053,Quincy,MA,227,Boston,MA
2018,02171,22006,Boston,MA,227,Boston,MA
2018,02176,22033,Melrose,MA,227,Boston,MA
2018,02180,22059,Stoneham,MA,227,Boston,MA
2018,02184,22056,South Weymouth,MA,227,Boston,MA
2018,02185,22056,South Weymouth,MA,227,Boston,MA
2018,02186,22037,Milton,MA,227,Boston,MA
2018,02187,22037,Milton,MA,227,Boston,MA
2018,02188,22056,South Weymouth,MA,227,Boston,MA
2018,02189,22056,South Weymouth,MA,227,Boston,MA
2018,02190,22056,South Weymouth,MA,227,Boston,MA
2018,02191,22056,South Weymouth,MA,227,Boston,MA
2018,02196,22006,Boston,MA,227,Boston,MA
2018,02199,22006,Boston,MA,227,Boston,MA
2018,02201,22006,Boston,MA,227,Boston,MA
2018,02203,22006,Boston,MA,227,Boston,MA
2018,02204,22006,Boston,MA,227,Boston,MA
2018,02205,22006,Boston,MA,227,Boston,MA
2018,02206,22006,Boston,MA,227,Boston,MA
2018,02210,22006,Boston,MA,227,Boston,MA
2018,02211,22006,Boston,MA,227,Boston,MA
2018,02212,22006,Boston,MA,227,Boston,MA
2018,02215,22006,Boston,MA,227,Boston,MA
2018,02217,22006,Boston,MA,227,Boston,MA
2018,02222,22006,Boston,MA,227,Boston,MA
2018,02238,22009,Cambridge,MA,227,Boston,MA
2018,02241,22006,Boston,MA,227,Boston,MA
2018,02266,22006,Boston,MA,227,Boston,MA
2018,02269,22053,Quincy,MA,227,Boston,MA
2018,02283,22006,Boston,MA,227,Boston,MA
2018,02284,22006,Boston,MA,227,Boston,MA
2018,02293,22006,Boston,MA,227,Boston,MA
2018,02297,22006,Boston,MA,227,Boston,MA
2018,02298,22006,Boston,MA,227,Boston,MA
2018,02301,22007,Brockton,MA,227,Boston,MA
2018,02302,22007,Brockton,MA,227,Boston,MA
2018,02303,22007,Brockton,MA,227,Boston,MA
2018,02304,22007,Brockton,MA,227,Boston,MA
2018,02305,22007,Brockton,MA,227,Boston,MA
2018,02322,22007,Brockton,MA,227,Boston,MA
2018,02324,22007,Brockton,MA,227,Boston,MA
2018,02325,22007,Brockton,MA,227,Boston,MA
2018,02327,22056,South Weymouth,MA,227,Boston,MA
2018,02330,22052,Plymouth,MA,227,Boston,MA
2018,02331,22052,Plymouth,MA,227,Boston,MA
2018,02332,22052,Plymouth,MA,227,Boston,MA
2018,02333,22007,Brockton,MA,227,Boston,MA
2018,02334,22007,Brockton,MA,227,Boston,MA
2018,02337,22007,Brockton,MA,227,Boston,MA
2018,02338,22007,Brockton,MA,227,Boston,MA
2018,02339,22056,South Weymouth,MA,227,Boston,MA
2018,02341,22007,Brockton,MA,227,Boston,MA
2018,02343,22007,Brockton,MA,227,Boston,MA
2018,02344,22061,Taunton,MA,227,Boston,MA
2018,02345,22052,Plymouth,MA,227,Boston,MA
2018,02346,22061,Taunton,MA,227,Boston,MA
2018,02347,22061,Taunton,MA,227,Boston,MA
2018,02348,22061,Taunton,MA,227,Boston,MA
2018,02349,22061,Taunton,MA,227,Boston,MA
2018,02350,22007,Brockton,MA,227,Boston,MA
2018,02351,22007,Brockton,MA,227,Boston,MA
2018,02355,22052,Plymouth,MA,227,Boston,MA
2018,02356,22007,Brockton,MA,227,Boston,MA
2018,02357,22007,Brockton,MA,227,Boston,MA
2018,02358,22056,South Weymouth,MA,227,Boston,MA
2018,02359,22056,South Weymouth,MA,227,Boston,MA
