year,month,ISO3,country,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2019,1,IRN,Iran,33,57,128,17,42,235,277,122498,1007065,112410,5574,123324,1247555,1370886,126336,947715,92800,822,918127,1167684,2085814
2019,1,IRQ,Iraq,20,6,15,0,100,41,141,105214,232395,17241,0,426463,354853,781318,2084,0,1677,0,11308256,3761,11312019
2019,1,ISL,Iceland,35,2,25,0,8,62,70,14313,3063,10716,0,44135,28093,72229,32465,0,13556,0,1119,46023,47142
2019,1,ISR,Israel,174,62,105,22,55,363,418,626854,1265509,232649,21654,205831,2146705,2352549,132582,348038,17194,314,240725,498140,738870
2019,1,ITA,Italy,693,137,395,447,582,1672,2254,2851789,3101097,698925,251498,8152879,6903432,15056377,3343211,147214,304351,241388,2238794,4036238,6275059
2019,1,JAM,Jamaica,108,27,29,8,45,172,217,258462,129775,59081,4479,298098,451805,749905,22452,501665,26580,4044,112461,554748,667221
2019,1,JOR,Jordan,17,32,7,6,4,62,66,188051,505765,6065,6326,19749,706212,725963,6672,723371,12349,82,34104,742480,776584
2019,1,JPN,Japan,2931,3128,7886,1501,8705,15446,24151,9129474,28566527,3559925,191575,17756215,41448286,59205076,6887714,5184289,3502355,510577,8116605,16085594,24202698
2019,1,KAZ,Kazakhstan,0,0,62,1,23,63,86,0,0,2244,266,58895,2510,61405,0,0,76772,753,131838,77526,209366
2019,1,KEN,Kenya,45,38,15,11,26,109,135,467606,734883,16815,9177,837070,1228487,2065564,50718,2592,239,23,73379,53572,126951
2019,1,KHM,Cambodia,45,1,11,1,22,58,80,100222,0,26148,0,99796,126374,226175,15853,0,4635,0,913,20488,21401
2019,1,KIR,Kiribati,3,0,4,0,1,7,8,3084,0,323,0,0,3407,3407,0,0,7104,0,4753,7104,11857
2019,1,KNA,St.  Kitts and Nevis,10,0,4,11,5,25,30,5810,0,2066,809,9409,8685,18095,672,0,197,291,6210,1160,7370
2019,1,KOR,Korea,1328,214,540,172,1543,2254,3797,6596709,3155299,706383,29213,13467437,10487700,23955200,6439068,767639,322496,158070,7137523,7687370,14824954
2019,1,KWT,Kuwait,54,53,27,20,85,154,239,282187,1986512,61400,9536,165750,2339648,2505404,9711,91843,20235,872,2250666,122667,2373340
2019,1,LBN,Lebanon,60,12,55,13,44,140,184,343603,84496,82601,12632,538852,523350,1062212,94748,6935,11596,756,60342,114042,174385
2019,1,LBR,Liberia,11,15,1,3,4,30,34,29349,120567,0,5884,69195,155801,224998,2162,359178,4010,0,400,365350,365750
2019,1,LBY,Libya,61,40,49,16,25,166,191,155767,883745,81707,31288,121688,1152531,1274219,17346,103556,21520,911,370990,143336,514328
2019,1,LCA,St.  Lucia,10,0,7,3,32,20,52,10555,0,5351,0,313559,15907,329471,825,0,1606,527,90898,2958,93857
2019,1,LKA,Sri Lanka,268,36,44,12,32,360,392,1227191,842442,43416,3377,73268,2116447,2189720,868981,51090,45685,7927,9484,973696,983184
2019,1,LTU,Lithuania,86,31,133,7,61,257,318,274677,86976,36829,757,275500,399245,674749,379605,1153223,144179,273,892708,1677302,2570025
2019,1,LVA,Latvia,79,50,221,0,86,350,436,42818,104018,56160,0,251336,203006,454352,153637,1811125,322561,0,730645,2287361,3018023
2019,1,MAC,Macao SAR,6,0,9,0,16,15,31,0,0,7554,0,13035,7554,20591,0,0,4496,0,5392,4496,9889
2019,1,MAF,Saint Martin,0,0,8,11,4,19,23,0,0,4293,276,4731,4569,9301,0,0,1089,446,305,1535,1840
2019,1,MAR,Morocco,282,128,117,33,102,560,662,2706535,2332610,164154,13220,732530,5216567,5949112,2393011,1352918,107569,6289,189046,3859821,4048873
2019,1,MDA,Moldova,0,0,14,0,1,14,15,0,0,5482,0,0,5482,5482,0,0,16783,0,6533,16783,23317
2019,1,MDG,Madagascar,20,6,13,1,15,40,55,93299,156030,10566,0,82878,259895,342773,13914,5746,1030,0,5232,20690,25922
2019,1,MDV,Maldives,8,13,14,2,11,37,48,12939,177420,20795,0,202230,211157,413391,6548,100995,2133,0,10538,109677,120218
2019,1,MEX,Mexico,349,189,88,96,406,722,1128,3339034,2967514,207387,43413,2985076,6557393,9542504,2599503,1643474,84411,63687,1050059,4391101,5441176
2019,1,MHL,Marshall Islands,9,0,5,0,1,14,15,9770,0,834,0,0,10604,10604,4492,0,6685,0,1569,11177,12746
2019,1,MLT,Malta,123,6,24,14,46,167,213,505816,32060,14212,5557,181051,557651,738707,322618,45774,23858,21345,48655,413605,462264
2019,1,MMR,Myanmar,19,9,6,0,20,34,54,50998,126375,18886,0,475858,196264,672125,22977,48528,3270,0,4204,74775,78981
2019,1,MNE,Montenegro,0,2,1,0,0,3,3,0,1312,0,0,0,1312,1312,0,0,470,0,0,470,470
2019,1,MNP,Northern Mariana Islands,7,0,8,0,2,15,17,4557,0,2671,0,6821,7228,14049,514,0,1644,0,0,2158,2158
2019,1,MOZ,Mozambique,48,46,8,5,39,107,146,62330,170457,6988,766,450261,240544,690809,56842,1641311,20336,225,41945,1718717,1760664
2019,1,MRT,Mauritania,30,22,6,0,32,58,90,66435,144835,4232,0,171615,215507,387130,36807,748798,2390,0,53992,787996,841992
2019,1,MSR,Montserrat,0,0,2,0,1,2,3,0,0,176,0,0,176,176,0,0,2325,0,0,2325,2325
2019,1,MTQ,Martinique,19,0,9,9,19,37,56,34328,0,30275,4186,133561,68792,202354,22049,0,1537,1939,23858,25527,49387
2019,1,MUS,Mauritius,38,6,8,3,19,55,74,124200,169300,4284,937,78402,298724,377128,96294,585,5207,0,5573,102086,107660
2019,1,MYS,Malaysia,1151,205,212,22,699,1590,2289,2983978,5782142,213660,7393,4203036,8987237,13190331,3272523,1701343,277279,2078,3680006,5253268,8933333
2019,1,MYT,Mayotte,4,1,5,1,2,11,13,7999,1512,1944,0,32780,11456,44236,0,0,1565,0,37361,1565,38926
2019,1,NAM,Namibia,19,8,15,4,8,46,54,46036,43286,18759,8429,49814,116512,166328,26382,80045,22523,35,22931,128986,151918
2019,1,NCL,New Caledonia,26,25,7,3,5,61,66,33357,265845,33103,251,92394,332558,424953,13926,226397,649,90,0,241063,241063
2019,1,NGA,Nigeria,64,37,47,13,234,161,395,531731,862372,76435,12875,833349,1483428,2316789,24944,66061,10076,0,1299528,101082,1400612
2019,1,NIC,Nicaragua,14,7,2,0,6,23,29,21803,49221,2277,0,88650,73301,161952,7742,45551,3395,0,22294,56689,78983
2019,1,NLD,The Netherlands,848,229,1177,248,3006,2502,5508,5610888,8506253,984561,133835,17961287,15235670,33197055,5191491,832590,717943,145453,8015378,6887587,14903053
2019,1,NOR,Norway,309,127,1090,86,524,1612,2136,169824,415108,568143,26497,1405374,1179652,2585087,172345,1525072,494426,33711,5018779,2225609,7244444
2019,1,NRU,Nauru,0,1,1,0,1,2,3,0,0,1511,0,2876,1511,4387,0,16722,727,0,795,17449,18244
2019,1,NZL,New Zealand,235,152,34,35,77,456,533,530387,801449,21383,41108,582381,1394344,1976729,646218,1325575,88931,960,175478,2061708,2237187
2019,1,OMN,Oman,122,59,16,15,59,212,271,2013408,1655051,16979,17742,282613,3703189,3985815,1793270,1431547,38451,884,371349,3264169,3635525
2019,1,PAK,Pakistan,78,64,8,2,44,152,196,598719,1851452,18113,0,771919,2468298,3240225,132382,344886,3182,0,92542,480455,572998
2019,1,PAN,Panama,424,56,14,38,247,532,779,3394242,276083,13537,20795,2912935,3704672,6617654,3269948,529433,12306,24037,1010801,3835744,4846592
2019,1,PER,Peru,133,97,35,20,113,285,398,1291153,1209916,51920,16664,1000697,2569675,3570379,1198150,1869630,32166,5584,921594,3105538,4027140
2019,1,PHL,Philippines,464,119,560,86,403,1229,1632,1513675,2136855,243569,22719,809978,3916866,4726861,223765,491626,92216,2198,323372,809825,1133203
2019,1,PLW,Palau,3,0,3,0,0,6,6,1392,0,1629,0,0,3021,3021,22,0,764,0,0,786,786
2019,1,PNG,Papua New Guinea,70,27,82,15,39,194,233,68348,34778,49604,1475,81628,154208,235841,13174,240253,77506,1352,376601,332289,708898
2019,1,POL,Poland,192,49,256,21,131,518,649,1255699,1160665,255198,9356,1589606,2680955,4270586,1168257,291893,106084,5466,503826,1571737,2075575
2019,1,PRI,Puerto Rico,47,4,28,24,28,103,131,201773,79128,36649,4168,386265,321729,707998,21637,0,4146,4911,9502,30698,40202
2019,1,PRT,Portugal,285,53,243,30,177,611,788,823797,930790,178499,8601,1686431,1941730,3628190,1054688,60601,225668,28574,614258,1369570,1983846
2019,1,PYF,French Polynesia,9,0,27,9,2,45,47,37352,0,3352,608,35806,41312,77118,0,0,681,0,0,681,681
2019,1,QAT,Qatar,84,59,48,30,157,221,378,395163,1914319,68890,11902,212237,2390295,2602537,163087,581447,58921,12517,4824422,815981,5640413
2019,1,REU,Réunion,33,3,5,4,3,45,48,132085,68748,0,2158,51758,202992,254752,22611,0,17598,102,0,40311,40311
2019,1,ROU,Romania,50,35,182,3,59,270,329,70639,399879,179624,130,686602,650284,1336900,85549,548346,191026,4898,117771,829838,947615
2019,1,RUS,Russian Federation,420,446,1234,137,1307,2237,3544,1457477,450325,243807,45116,1495098,2196786,3691940,1581623,14394768,1823306,38288,21311678,17838139,39149973
2019,1,SAU,Saudi Arabia,280,120,69,68,384,537,921,3496786,2793413,127088,69867,3792279,6487189,10279481,2709406,1603084,83030,13911,19188407,4409460,23597886
2019,1,SDN,Sudan,17,5,17,18,16,57,73,95292,67782,13723,10253,234734,187057,421793,6432,12203,6019,1376,239128,26032,265160
2019,1,SEN,Senegal,62,24,21,9,14,116,130,206814,395955,18144,5940,153481,626864,780347,105567,90389,22585,547,1507,219095,220604
2019,1,SGP,Singapore,1321,98,242,105,2397,1766,4163,18979745,997892,229637,33241,19173365,20240557,39413946,18644388,305946,187681,89466,12841959,19227522,32069513
2019,1,SLB,Solomon Islands,8,28,21,0,6,57,63,16755,5223,13448,0,49370,35426,84797,172,585001,40859,0,73,626034,626107
2019,1,SLE,Sierra Leone,11,9,1,3,7,24,31,38687,155870,1479,6129,58142,202168,260311,3335,57162,1676,0,0,62174,62174
2019,1,SLV,El Salvador,15,19,1,1,17,36,53,40512,141033,3129,635,396571,185313,581887,18245,84084,0,67,8257,102399,110659
2019,1,SOM,Somalia,21,4,14,0,8,39,47,85060,45508,50338,0,32907,180907,213815,18488,1879,1993,0,3009,22360,25369
2019,1,STP,São Tomé and Príncipe,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,SUR,Suriname,22,5,13,2,16,42,58,5727,1690,6645,527,12405,14589,26996,7367,20096,3776,0,14641,31240,45882
2019,1,SVN,Slovenia,44,13,31,21,12,109,121,388379,622366,33923,8547,302216,1053228,1355451,374814,23418,53395,9065,734,460700,461434
2019,1,SWE,Sweden,249,46,507,184,455,986,1441,130226,80356,503499,98021,2458645,812159,3270849,293369,204609,275970,111922,1346707,885914,2232656
2019,1,SXM,Sint Maarten,29,2,10,11,9,52,61,41544,4456,4630,1341,11979,51977,63956,13160,0,3440,2593,255,19195,19450
2019,1,SYC,Seychelles,14,1,6,0,2,21,23,27638,1530,380,0,19651,29549,49201,12104,0,8294,0,0,20398,20398
2019,1,SYR,Syria,8,0,1,0,1,9,10,34179,0,3368,0,6385,37547,43932,4471,0,0,0,0,4471,4471
2019,1,TCA,Turks and Caicos Islands,0,0,11,1,7,12,19,0,0,4558,0,7112,4558,11670,0,0,1613,0,6368,1613,7982
2019,1,TGO,Togo,70,14,5,6,13,95,108,456770,316641,2204,5735,108489,781354,889848,124883,30344,13924,1372,8291,170525,178817
2019,1,THA,Thailand,450,51,131,34,711,666,1377,3849995,956457,148991,5909,1773342,4961376,6734738,3798329,256072,116137,46498,848598,4217063,5065688
2019,1,TKM,Turkmenistan,1,1,9,3,20,14,34,86,0,2577,774,9623,3438,13062,0,1446,3489,1527,29445,6463,35908
2019,1,TLS,Timor-Leste,2,0,11,0,6,13,19,1673,0,26187,0,10135,27860,37995,0,0,285,0,121209,285,121494
2019,1,TON,Tonga,7,0,6,5,4,18,22,9076,0,3408,162,2462,12646,15108,7432,0,3836,290,108,11559,11667
2019,1,TTO,Trinidad and Tobago,82,9,43,13,128,147,275,120895,85544,21592,5314,189586,233360,422955,78858,7968,115908,288,1355168,203028,1558214
2019,1,TUN,Tunisia,41,17,64,63,36,185,221,42988,353622,70046,50852,257922,517517,775449,31438,44874,82467,23307,67031,182090,249122
2019,1,TUR,Türkiye,942,355,1660,209,643,3166,3809,3475047,5808236,1568393,75786,4905084,10927644,15832807,4578443,2817836,1197690,167950,6004393,8762088,14766548
2019,1,TUV,Tuvalu,1,0,5,0,1,6,7,1946,0,318,0,0,2264,2264,0,0,9589,0,168,9589,9757
2019,1,TWN,Taiwan Province of China,1290,325,273,29,420,1917,2337,7518491,8738911,337638,22018,2350998,16617144,18968176,7263798,866755,329366,2067,1982280,8462054,10444368
2019,1,TZA,Tanzania,33,8,12,11,26,64,90,210015,130908,26826,15887,295579,383643,679226,20682,31639,11068,2619,92494,66011,158509
2019,1,UKR,Ukraine,57,201,255,15,59,528,587,41145,602607,91019,6271,102648,741050,843700,238366,5864960,568450,3363,671264,6675184,7346469
2019,1,URY,Uruguay,50,29,21,7,2,107,109,364301,71653,13880,1974,0,451812,451812,374285,561733,140406,999,8602,1077431,1086034
2019,1,USA,United States,1714,1299,477,429,2050,3919,5969,23535481,11722001,782254,527019,26108112,36566932,62675176,11689206,26192812,826536,171703,30402817,38880428,69283342
2019,1,VCT,St.  Vincent and the Grenadines,13,1,6,9,7,29,36,3269,5059,10273,324,12822,18926,31749,5835,0,260,30,686,6126,6814
2019,1,VEN,Venezuela,17,20,23,1,156,61,217,48959,440700,24983,0,1244437,514644,1759082,5756,128393,8731,0,1761937,142880,1904819
2019,1,VGB,British Virgin Islands,3,0,22,9,5,34,39,1516,0,8475,1594,2178,11586,13766,845,0,2555,104,419,3504,3924
2019,1,VIR,United States Virgin Islands,43,0,30,18,37,91,128,30069,0,15914,1831,492962,47826,540795,15178,0,6368,2374,198611,23932,222547
2019,1,VNM,Vietnam,1279,241,410,15,347,1945,2292,2652464,3221554,506547,2954,1175457,6383606,7559114,1676136,817258,248381,1602,163991,2743455,2907470
2019,1,VUT,Vanuatu,8,0,6,0,1,14,15,8229,0,6396,0,311,14625,14936,682,0,1046,0,175,1728,1903
2019,1,WSM,Samoa,9,0,8,0,2,17,19,11954,0,4350,0,2130,16308,18438,10422,0,291,0,0,10714,10714
2019,1,YEM,Yemen,16,18,17,0,29,51,80,124978,346309,56595,0,286923,527887,814814,4820,2229,4555,0,403633,11604,415238
2019,1,ZAF,South Africa,170,302,56,33,128,561,689,1781365,1009684,120217,29145,1336705,2940427,4277152,1517937,11143693,84365,19607,505151,12765622,13270798
2019,2,ABW,Aruba,11,1,7,2,3,21,24,15417,3522,9680,725,363,29344,29707,1374,0,294,26,0,1694,1694
2019,2,AGO,Angola,25,4,29,2,62,60,122,210998,86091,35279,1345,176784,333715,510506,14624,0,10815,28,1161077,25468,1186548
2019,2,AIA,Anguilla,1,0,5,0,4,6,10,0,0,2342,0,2158,2342,4500,117,0,210,0,454,327,781
2019,2,ALB,Albania,3,1,11,0,2,15,17,5703,1342,12054,0,3026,19099,22125,540,0,340,0,730,880,1610
2019,2,ARE,United Arab Emirates,293,170,130,50,360,643,1003,6685181,1533788,108698,46808,2861322,8374503,11235840,6154833,4382064,159227,6939,4424484,10703093,15127618
2019,2,ARG,Argentina,88,214,44,18,270,364,634,351218,649066,39329,7345,570688,1046961,1617659,506382,4907771,165092,17248,1917035,5596506,7513570
2019,2,ASM,American Samoa,9,0,3,0,3,12,15,7887,0,1113,0,314,9000,9314,5129,0,3112,0,0,8241,8241
2019,2,ATG,Antigua and Barbuda,12,0,10,4,13,26,39,7964,0,3854,125,21030,11947,32980,6624,0,2172,20,13348,8818,22166
2019,2,AUS,Australia,290,1046,217,152,342,1705,2047,3092244,3607119,249190,114469,4076797,7063061,11139888,1766867,92623171,347622,45511,5670656,94783210,100453902
2019,2,AZE,Azerbaijan,0,1,10,8,23,19,42,0,1704,8305,5772,108278,15784,124065,0,0,2119,1375,49929,3495,53425
2019,2,BEL,Belgium,440,80,443,388,1376,1351,2727,5486095,1530267,380319,235451,4156691,7632193,11788922,6643104,504337,398169,295656,2964792,7841347,10806172
2019,2,BEN,Benin,38,8,5,7,16,58,74,217419,148911,21586,10287,47487,398208,445701,57568,1372,4210,90,6153,63240,69393
2019,2,BES,"Bonaire,  Saint Eustatius and Saba",4,2,17,0,24,23,47,1304,0,7186,0,407195,8491,415686,8876,91839,20002,0,214526,120718,335244
2019,2,BGD,Bangladesh,106,23,45,2,39,176,215,477793,331228,126000,3467,233931,938503,1172439,23575,65781,9177,41,12264,98580,110845
2019,2,BGR,Bulgaria,10,24,86,1,46,121,167,3704,41845,84512,0,645693,130065,775761,13769,390588,90009,0,397249,494376,891631
2019,2,BHR,Bahrain,23,26,24,13,38,86,124,82516,691252,40629,8554,52637,822959,875601,37998,468714,13899,164,878130,520780,1398916
2019,2,BHS,The Bahamas,79,12,23,16,19,130,149,205644,40833,5636,718,90705,252839,343549,188361,256769,29693,292,108935,475119,584055
2019,2,BLM,Saint-Barthélemy,0,0,3,7,1,10,11,0,0,1386,1104,4182,2490,6672,0,0,771,2280,0,3051,3051
2019,2,BLZ,Belize,8,0,1,0,2,9,11,3153,0,0,0,0,3153,3153,1743,0,1366,0,3894,3109,7003
2019,2,BRA,Brazil,634,636,361,47,701,1678,2379,2625393,5238967,373324,9971,9790075,8247706,18037829,3413622,34949989,666812,39934,9209920,39070445,48280417
2019,2,BRB,Barbados,25,8,12,8,10,53,63,16944,5692,11188,550,28994,34378,63376,3455,11815,3824,25,301,19121,19422
2019,2,BRN,Brunei Darussalam,2,3,1,3,4,9,13,1839,29243,1466,219,3777,32767,36544,190,11345,0,0,8499,11535,20034
2019,2,CAN,Canada,149,238,58,54,227,499,726,2022912,1257932,108154,51346,3003546,3440357,6443913,1389029,6290744,173722,22953,2625046,7876469,10501530
2019,2,CHL,Chile,173,121,109,40,167,443,610,1211688,1158223,109245,24180,1421599,2503350,3924959,1448919,1916471,161794,209,553102,3527408,4080516
2019,2,CHN,China,4772,5478,1848,329,4787,12427,17214,52309250,171483434,3260370,178706,46068850,227232300,273301598,66189610,59142398,2702736,197934,13838265,128233143,142071677
2019,2,CIV,Côte d'Ivoire,61,40,22,9,18,132,150,124906,528334,28825,2439,38092,684514,722608,186728,128779,67397,19741,66990,402650,469643
2019,2,CMR,Cameroon,33,21,18,1,28,73,101,43271,322613,37394,0,113391,403284,516685,25435,131427,14086,0,432098,170949,603047
2019,2,COD,Democratic Republic of the Congo,6,4,11,0,15,21,36,9558,29768,23404,0,5034,62730,67764,1009,0,4755,0,791409,5765,797174
2019,2,COG,Republic of Congo,35,7,24,1,5,67,72,180600,13143,4451,0,911,198197,199108,82108,50408,46648,0,86334,179170,265505
2019,2,COK,Cook Islands,1,0,3,0,2,4,6,948,0,1882,0,1354,2830,4184,0,0,0,0,0,0,0
2019,2,COL,Colombia,278,115,80,23,102,496,598,790286,751576,107985,25629,188695,1675504,1864211,491798,3574640,148830,2392,2467897,4217676,6685583
2019,2,COM,Comoros,3,1,11,0,3,15,18,5170,5540,4875,0,12363,15585,27949,5137,0,7629,0,0,12766,12766
2019,2,CPV,Cabo Verde,30,19,56,11,28,116,144,36955,73401,22213,4644,47525,137216,184742,4838,68244,4921,88,48596,78096,126693
2019,2,CRI,Costa Rica,102,9,9,8,14,128,142,130060,206459,7605,7878,116457,352006,468465,249717,1806,12008,0,23495,263534,287033
2019,2,CUB,Cuba,15,38,47,0,42,100,142,64308,367681,75910,0,363237,507908,871149,1249,135074,13194,0,128928,149518,278449
2019,2,CUW,Curaçao,19,2,6,2,13,29,42,33546,2148,3026,250,35286,38970,74260,6622,13398,521,0,137615,20542,158157
2019,2,CYM,Cayman Islands,7,2,1,0,0,10,10,3200,5626,397,0,0,9224,9224,4,0,94,0,0,99,99
2019,2,CYP,Cyprus,52,4,57,20,45,133,178,116856,10448,68675,1228,307505,197215,504726,29251,22972,39316,490,57730,92032,149762
2019,2,DEU,Germany,714,111,623,354,508,1802,2310,6970144,2995669,445636,165249,3015270,10576795,13592140,7606108,531897,422460,268104,649561,8828658,9478295
2019,2,DJI,Djibouti,38,17,12,8,19,75,94,265780,444156,32163,2742,438705,744849,1183562,77410,3445,4255,521,17712,85634,103347
2019,2,DMA,Dominica,8,2,5,2,5,17,22,6120,9906,2949,38,3812,19013,22825,820,0,961,148,688,1929,2617
2019,2,DNK,Denmark,133,57,380,69,223,639,862,92580,409471,274615,16449,645165,793151,1438341,102825,183538,127046,28459,874707,441892,1316625
2019,2,DOM,Dominican Republic,116,13,66,15,26,210,236,399770,248757,103873,6259,189005,758669,947675,159398,2785,38653,1149,3299,202000,205302
2019,2,DZA,Algeria,92,88,94,14,94,288,382,230052,1643917,209961,6338,422734,2090298,2513042,22458,582401,47226,1650,2510461,653749,3164218
2019,2,ECU,Ecuador,96,20,13,15,105,144,249,104376,462153,16771,3686,200312,586992,787313,330185,2070,13880,22155,105252,368294,473547
2019,2,EGY,Egypt,203,155,205,39,131,602,733,1190116,4143612,276108,20382,1423370,5630267,7053656,1101802,911119,238017,7080,3107919,2258048,5365979
2019,2,ERI,Eritrea,3,0,3,1,0,7,7,6344,0,14215,955,0,21514,21514,0,0,7342,0,0,7342,7342
2019,2,ESP,Spain,1084,260,737,385,676,2466,3142,5429420,3236231,602598,154548,6466154,9422981,15889230,6046923,1263395,646082,224400,3149313,8180952,11330361
2019,2,EST,Estonia,63,14,107,19,83,203,286,38465,28997,52130,4521,183760,124121,307886,94191,316494,126786,8935,548763,546420,1095196
2019,2,FIN,Finland,197,16,322,199,212,734,946,82595,74577,310250,69914,1521047,537365,2058424,362074,323668,325146,179649,934735,1190586,2125337
2019,2,FJI,Fiji,19,1,19,3,17,42,59,19574,14948,4577,0,60292,39100,99392,31291,0,2284,0,14202,33575,47778
2019,2,FRA,France,370,100,388,125,623,983,1606,1622121,1805402,323102,52185,7041079,3802869,10843997,1649544,1015492,458828,41225,1761064,3165147,4926256
2019,2,FRO,Faroe Islands,0,1,16,0,0,17,17,0,0,5005,0,0,5005,5005,0,0,6553,0,0,6553,6553
2019,2,FSM,Micronesia,8,0,4,0,0,12,12,6171,0,3371,0,0,9542,9542,2462,0,228,0,0,2690,2690
2019,2,GAB,Gabon,15,8,8,2,20,33,53,60842,50116,2517,54,26412,113529,139943,35977,233416,13819,506,647915,283721,931636
2019,2,GBR,United Kingdom,766,143,962,819,946,2690,3636,3386709,2533643,896999,486334,5814487,7303865,13118481,2660048,398004,408581,348586,4424019,3815340,8239444
2019,2,GEO,Georgia,23,4,54,6,35,87,122,59160,53478,55689,3048,69971,171381,241354,3014,0,57222,739,426963,60977,487943
2019,2,GHA,Ghana,47,31,17,5,40,100,140,194469,348664,38628,5311,141585,587078,728667,35070,257027,13160,25,168120,305286,473407
2019,2,GIB,Gibraltar,0,1,9,0,24,10,34,0,2387,5497,0,32296,7884,40181,0,928,1088,0,7970,2016,9988
2019,2,GIN,Guinea,23,31,8,4,14,66,80,96570,222134,9451,6405,152336,334562,486902,8654,930769,6240,12,2233,945677,947911
2019,2,GLP,Guadeloupe,23,2,8,12,12,45,57,66562,3307,12201,2703,13185,84777,97964,12894,28557,1856,7759,7406,51068,58476
2019,2,GMB,The Gambia,11,4,2,0,2,17,19,17193,35644,697,0,4740,53534,58274,9081,0,0,0,0,9081,9081
2019,2,GNB,Guinea-Bissau,4,0,2,0,3,6,9,10407,0,2034,0,7226,12441,19667,259,0,0,0,4710,259,4969
2019,2,GNQ,Equatorial Guinea,8,7,9,1,21,25,46,18229,20340,8609,0,29189,47178,76367,1295,134784,2013,0,666329,138092,804422
2019,2,GRC,Greece,282,60,170,106,475,618,1093,2518586,420905,126413,55110,2244697,3121036,5365757,2419758,375303,60732,28055,1537467,2883864,4421349
2019,2,GRD,Grenada,10,0,8,0,12,18,30,3395,0,7259,0,17592,10654,28248,3891,0,1116,0,1718,5008,6726
2019,2,GTM,Guatemala,106,26,7,7,26,146,172,212578,395103,24736,2523,326711,634949,961670,208814,73631,6809,4599,71797,293855,365658
2019,2,GUF,French Guiana,8,0,3,1,6,12,18,14703,0,5268,0,8290,19971,28261,0,0,0,0,0,0,0
2019,2,GUM,Guam,12,2,5,2,4,21,25,24658,11532,1047,865,114731,38102,152833,575,0,2290,0,0,2865,2865
2019,2,GUY,Guyana,25,12,17,1,25,55,80,24247,52843,6784,1015,37430,84895,122328,2217,83750,26877,0,2685,112845,115530
2019,2,HKG,Hong Kong SAR,960,25,56,21,202,1062,1264,5964053,474601,73159,12481,1877785,6524314,8402115,5670968,272248,36346,6028,53780,5985601,6039393
2019,2,HND,Honduras,96,12,9,7,18,124,142,105651,143835,24302,1656,138950,275450,414405,152963,67294,11854,174,90885,232288,323177
2019,2,HRV,Croatia,26,8,37,1,15,72,87,26085,3443,29668,0,136407,59197,195604,20789,14840,27630,0,8446,63265,71711
2019,2,HTI,Haiti,19,17,20,1,10,57,67,49479,106775,26607,329,105775,183192,288970,5561,8447,14531,2,1025,28542,29568
2019,2,IDN,Indonesia,973,954,922,158,1608,3007,4615,1864487,6515145,795537,29027,4935253,9204367,14139786,1236364,24133874,803215,27800,5372026,26201419,31573590
2019,2,IND,India,503,719,415,41,518,1678,2196,3842105,22410102,363651,20947,6880257,26636917,33517263,3917044,5838616,293563,20496,2094818,10069797,12164660
2019,2,IRL,Ireland,101,25,84,49,76,259,335,291945,544791,74388,29272,511102,940410,1451531,223330,5108,61744,20652,84632,310852,395497
2019,2,IRN,Iran,24,47,135,17,40,223,263,117308,1006455,106277,6920,245940,1236971,1482912,50682,685377,111872,1196,1707776,849142,2556919
2019,2,IRQ,Iraq,20,16,13,0,100,49,149,168032,498515,14606,0,697498,681160,1378666,26688,12682,6996,0,11264960,46369,11311333
2019,2,ISL,Iceland,34,2,24,0,14,60,74,21572,22273,15254,0,39971,59103,99076,18182,0,10493,0,6503,28678,35181
2019,2,ISR,Israel,168,53,113,22,47,356,403,605260,828059,222857,20960,383157,1677182,2060347,153467,297938,55764,608,169861,507799,677667
2019,2,ITA,Italy,640,181,408,418,515,1647,2162,2564489,3698612,611830,229908,8081171,7104965,15186209,3181001,229002,319576,208827,1799162,3938488,5737684
2019,2,JAM,Jamaica,99,24,23,7,47,153,200,239016,80610,45158,8341,357626,373130,730763,17920,362468,26525,2196,65923,409114,475048
2019,2,JOR,Jordan,18,18,13,7,7,56,63,201136,226977,18836,5419,148031,452373,600406,8903,438655,44115,0,45582,491678,537260
2019,2,JPN,Japan,2644,3032,7603,1602,8134,14881,23015,7970405,29616764,3395247,166367,15725283,41149554,56875401,7301776,4871816,3488297,552979,6875712,16215530,23091711
2019,2,KAZ,Kazakhstan,0,0,65,3,19,68,87,0,0,5979,798,10305,6779,17086,0,0,77015,2259,117386,79277,196665
2019,2,KEN,Kenya,43,30,20,12,18,105,123,403829,624544,11282,14399,686698,1054063,1740768,64964,54716,1398,71,0,121151,121151
2019,2,KHM,Cambodia,27,1,6,0,29,34,63,56273,0,11941,0,113000,68215,181219,18183,0,5053,0,11162,23237,34400
2019,2,KIR,Kiribati,4,0,8,0,1,12,13,4678,0,13,0,0,4691,4691,448,0,10062,0,4753,10510,15263
2019,2,KNA,St.  Kitts and Nevis,9,2,8,6,9,25,34,5610,0,4660,0,6088,10271,16360,4446,0,382,145,721,4974,5696
