year,month,ISO3,country,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2019,4,GLP,Guadeloupe,20,2,13,15,13,50,63,61057,1491,19922,5461,22589,87935,110526,15261,137,3947,5525,15018,24872,39894
2019,4,GMB,The Gambia,11,4,4,0,1,19,20,49049,40454,12045,0,562,101548,102110,246,0,0,0,0,246,246
2019,4,GNB,Guinea-Bissau,8,0,2,0,3,10,13,15779,0,4435,0,9171,20214,29385,0,0,0,0,3039,0,3039
2019,4,GNQ,Equatorial Guinea,7,3,14,1,19,25,44,18271,42180,13547,0,7999,73998,81997,0,0,3576,0,830980,3576,834556
2019,4,GRC,Greece,296,80,195,122,551,693,1244,2441556,238534,127054,51811,2396547,2858988,5255569,2555032,408393,68875,28674,1726864,3061003,4787888
2019,4,GRD,Grenada,11,3,8,2,13,24,37,10305,0,5274,0,12266,15579,27846,2170,0,1054,184,4670,3409,8079
2019,4,GTM,Guatemala,121,35,7,9,39,172,211,225002,652862,28501,4930,509571,911311,1420886,153602,146385,0,1676,96833,301669,398509
2019,4,GUF,French Guiana,10,0,1,1,9,12,21,16931,0,2250,0,21089,19181,40271,1668,0,0,0,1121,1668,2789
2019,4,GUM,Guam,13,0,8,3,2,24,26,17392,0,2302,1008,38532,20704,59236,6134,0,4219,146,0,10499,10499
2019,4,GUY,Guyana,26,11,39,2,29,78,107,9302,18808,22811,1213,27514,52136,79655,7462,170140,46081,0,1649,223688,225341
2019,4,HKG,Hong Kong SAR,1125,40,73,27,211,1265,1476,8994235,490755,114052,15061,2389941,9614131,12004086,9061383,311050,39160,2540,128093,9414151,9542256
2019,4,HND,Honduras,100,15,9,4,13,128,141,97934,265303,24788,389,204387,388425,592815,185007,51221,4940,87,41529,241256,282786
2019,4,HRV,Croatia,24,18,47,2,22,91,113,33860,80177,35157,0,165512,149200,314714,17056,43671,47305,0,7690,108034,115724
2019,4,HTI,Haiti,31,13,31,3,15,78,93,74784,164512,63035,1422,66930,303758,370694,3025,499,15055,53,1870,18632,20504
2019,4,IDN,Indonesia,1119,884,1045,161,1646,3209,4855,2598696,5469168,933570,22024,4949450,9023633,13973245,1116906,22020811,931633,26775,5028770,24096291,29125225
2019,4,IND,India,602,792,416,32,583,1842,2425,4388502,26814290,324076,15379,7841485,31542355,39383937,4061261,6915925,332317,15775,3023533,11325351,14348924
2019,4,IRL,Ireland,121,14,81,51,74,267,341,291071,392108,63015,57765,483720,803980,1287713,250069,945,53173,5866,127177,310065,437246
2019,4,IRN,Iran,38,64,179,13,45,294,339,101503,1904039,132192,4020,379602,2141762,2521367,70480,1032672,110105,1077,1562386,1214344,2776733
2019,4,IRQ,Iraq,22,12,14,1,108,49,157,130925,273823,20957,1268,225068,426981,652056,256,33890,3357,0,12483800,37507,12521310
2019,4,ISL,Iceland,38,4,34,0,14,76,90,35797,54672,21371,0,75645,111846,187492,29608,0,15440,0,5646,45051,50699
2019,4,ISR,Israel,165,58,98,22,52,343,395,620730,1376689,223812,27177,242954,2248448,2491408,177122,293522,38499,3163,281312,512323,793646
2019,4,ITA,Italy,725,172,479,420,637,1796,2433,3170503,3174458,710001,223169,7974754,7278269,15253091,3830969,333705,369067,232806,2088047,4766631,6854716
2019,4,JAM,Jamaica,105,17,33,10,57,165,222,279046,32135,60054,6350,285578,377596,663182,15201,323192,16761,2014,41026,357176,398210
2019,4,JOR,Jordan,19,16,15,5,11,55,66,159056,190695,11743,2594,64639,364095,428736,951,364945,23766,82,108630,389750,498381
2019,4,JPN,Japan,3028,3113,7967,1580,8470,15688,24158,9184953,27217479,3437160,124122,14611124,39964517,54576245,7593918,5100959,3543499,598949,7117363,16837950,23955810
2019,4,KAZ,Kazakhstan,0,0,62,2,25,64,89,0,0,5119,532,505,5651,6158,0,0,64873,1506,169547,66381,235929
2019,4,KEN,Kenya,40,40,24,13,19,117,136,383411,766189,17136,11919,687477,1178662,1866146,39789,42302,2790,23,1345,84904,86249
2019,4,KHM,Cambodia,44,6,11,1,25,62,87,131768,61105,20880,341,96827,214103,310941,12016,2607,336,0,4622,14960,19584
2019,4,KIR,Kiribati,4,0,2,0,1,6,7,5461,0,13,0,716,5474,6191,177,0,2871,0,2738,3048,5787
2019,4,KNA,St.  Kitts and Nevis,12,0,8,12,3,32,35,6884,0,5267,365,794,12517,13311,912,0,339,88,166,1340,1506
2019,4,KOR,Korea,1265,279,602,180,1414,2326,3740,6757106,4955468,740032,33206,12215276,12485922,24701275,6742164,1346484,416211,152934,6814572,8657895,15472540
2019,4,KWT,Kuwait,53,67,23,21,78,164,242,290515,2291872,48951,1629,22236,2632980,2655222,21216,140911,20426,994,2097017,183556,2280579
2019,4,LBN,Lebanon,69,9,90,15,29,183,212,346250,55116,116033,15895,412233,533311,945547,85292,28415,29092,794,522,143597,144120
2019,4,LBR,Liberia,9,12,1,4,4,26,30,25822,110998,0,5305,26987,142125,169112,812,223710,3080,0,0,227602,227602
2019,4,LBY,Libya,74,14,48,24,42,160,202,205214,296909,63426,45045,217483,610601,828090,17435,14500,23658,277,819737,55879,875616
2019,4,LCA,St.  Lucia,11,2,6,6,30,25,55,8028,3970,4724,2031,201914,18757,220673,1603,277,354,0,241813,2234,244048
2019,4,LKA,Sri Lanka,281,27,28,16,36,352,388,1293063,515200,23682,6894,224630,1838852,2063485,807210,35254,45726,2734,10900,890933,901835
2019,4,LTU,Lithuania,75,24,130,8,64,237,301,199547,18941,33665,468,448090,252626,700723,342508,775175,145347,546,738831,1263595,2002437
2019,4,LVA,Latvia,81,51,222,0,92,354,446,34621,106390,67061,0,167493,208077,375581,149378,1440825,305525,0,790484,1895755,2686264
2019,4,MAC,Macao SAR,5,0,11,0,21,16,37,0,0,7609,0,16648,7609,24257,0,0,5371,0,1085,5371,6457
2019,4,MAF,Saint Martin,0,0,9,5,3,14,17,0,0,3780,207,4182,3987,8169,0,0,2137,226,0,2363,2363
2019,4,MAR,Morocco,264,112,117,34,113,527,640,2512251,2025052,208665,7408,1032037,4753409,5785458,2119588,1156478,103014,16485,228763,3395596,3624372
2019,4,MDA,Moldova,0,0,17,0,1,17,18,0,0,5176,0,6609,5176,11785,0,0,21092,0,0,21092,21092
2019,4,MDG,Madagascar,14,7,13,3,16,37,53,50011,234251,5192,0,117039,289456,406497,809,37891,3724,0,3732,42424,46156
2019,4,MDV,Maldives,11,5,16,0,13,32,45,35928,87502,26802,0,116194,150233,266430,6305,2216,6839,0,158408,15360,173769
2019,4,MEX,Mexico,336,197,93,105,406,731,1137,3029638,3290724,230381,44205,3112406,6594995,9707440,2468675,1739767,118219,43247,1706859,4369937,6076810
2019,4,MHL,Marshall Islands,8,0,0,0,0,8,8,6375,0,0,0,0,6375,6375,1220,0,0,0,0,1220,1220
2019,4,MLT,Malta,117,6,11,15,75,149,224,363010,27960,7006,7770,345031,405750,750798,297810,880,5132,9736,77469,313560,391034
2019,4,MMR,Myanmar,11,8,3,0,29,22,51,50731,76777,8060,0,553381,135570,688957,4568,56572,3270,0,5305,64410,69717
2019,4,MNE,Montenegro,1,8,1,0,0,10,10,4958,9232,637,0,0,14828,14828,0,80,1712,0,0,1792,1792
2019,4,MNP,Northern Mariana Islands,8,0,9,0,0,17,17,2704,0,3938,0,0,6642,6642,6881,0,948,0,0,7829,7829
2019,4,MOZ,Mozambique,39,56,5,6,33,106,139,70848,442898,8255,2947,323558,524953,848518,36571,1465366,8155,225,48397,1510321,1558720
2019,4,MRT,Mauritania,20,17,15,0,20,52,72,59773,185557,19583,0,146570,264915,411488,4108,249540,4957,0,45587,258607,304196
2019,4,MSR,Montserrat,0,0,5,0,1,5,6,0,0,704,0,0,704,704,0,0,2979,0,0,2979,2979
2019,4,MTQ,Martinique,13,1,12,8,10,34,44,33898,0,23060,1350,9301,58310,67613,7354,299,2984,1048,5292,11687,16979
2019,4,MUS,Mauritius,36,3,10,2,17,51,68,141373,118446,3660,0,177652,263481,441134,52928,328,2142,0,4409,55400,59812
2019,4,MYS,Malaysia,1128,175,260,25,773,1588,2361,2907384,6011735,280794,12250,3848552,9212211,13060841,3082371,1921245,344800,2585,4175495,5351071,9526626
2019,4,MYT,Mayotte,4,0,4,0,2,8,10,20439,0,2681,0,0,23120,23120,354,0,410,0,38920,764,39684
2019,4,NAM,Namibia,22,4,8,3,6,37,43,31333,18339,8939,5127,12503,63738,76241,55172,44815,11038,0,41255,111026,152281
2019,4,NCL,New Caledonia,20,34,6,1,7,61,68,19821,407825,5759,0,4594,433406,438000,21520,284528,545,0,2771,306593,309364
2019,4,NGA,Nigeria,68,33,37,10,198,148,346,563103,723296,49794,8448,760465,1344651,2105131,17771,91959,16786,0,1800033,126518,1926559
2019,4,NIC,Nicaragua,16,6,3,1,9,26,35,14354,81593,6611,0,92187,102558,194746,24605,0,7497,0,64773,32102,96875
2019,4,NLD,The Netherlands,865,228,1080,254,2841,2427,5268,5578986,7800361,861186,62674,15266095,14303320,29569503,5290802,880626,613383,186281,7992464,6971193,14963759
2019,4,NOR,Norway,304,111,1153,104,548,1672,2220,169059,288895,533041,36632,1484191,1027691,2511945,168120,1758434,516360,22380,3910756,2465349,6376159
2019,4,NRU,Nauru,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,26043,0,0,1255,26043,27298
2019,4,NZL,New Zealand,244,173,38,34,91,489,580,293887,674928,21855,26554,757654,1017237,1774899,800140,1776795,96532,1327,258741,2674818,2933563
2019,4,OMN,Oman,137,88,18,22,80,265,345,2302540,1162681,27661,23786,288902,3516684,3805593,2228941,2467252,37559,228,745938,4733994,5479946
2019,4,PAK,Pakistan,64,42,9,2,31,117,148,464720,894013,25561,2533,431675,1386841,1818522,94048,233098,4792,0,192444,331940,524384
2019,4,PAN,Panama,419,55,19,40,232,533,765,3134062,167990,59174,30666,2694144,3391912,6086097,3165574,132702,17422,22552,401147,3338275,3739451
2019,4,PER,Peru,119,111,33,16,127,279,406,1219376,1025832,64485,20266,1035090,2329978,3365074,1181069,1996414,62587,75,882599,3240155,4122763
2019,4,PHL,Philippines,476,126,647,96,382,1345,1727,1463020,2134588,287779,17380,607204,3902822,4510041,171325,821959,136755,1884,161593,1131944,1293551
2019,4,PLW,Palau,3,0,2,0,0,5,5,1392,0,416,0,0,1808,1808,22,0,151,0,0,173,173
2019,4,PNG,Papua New Guinea,79,25,61,4,44,169,213,66420,30384,50616,1113,256300,148538,404841,9768,266671,48878,441,556546,325760,882310
2019,4,POL,Poland,203,49,296,18,130,566,696,1381446,1137059,250382,7964,1709008,2776892,4485930,1472294,232710,164830,2903,288530,1872765,2161309
2019,4,PRI,Puerto Rico,51,5,21,22,29,99,128,191285,88334,11657,3972,515489,295256,810751,28926,34886,3340,4020,3353,71176,74531
2019,4,PRT,Portugal,285,37,247,32,196,601,797,505820,473123,183551,25865,1095616,1188388,2284031,692829,123776,193031,19719,775802,1029381,1805203
2019,4,PYF,French Polynesia,11,0,28,9,2,48,50,25964,0,4182,1161,71413,31307,102721,869,0,316,0,0,1185,1185
2019,4,QAT,Qatar,66,67,38,18,161,189,350,287253,2058358,47051,5933,71636,2398609,2470253,89787,675702,60888,3773,5444128,830153,6274294
2019,4,REU,Réunion,29,3,4,3,4,39,43,102037,105924,2378,0,70700,210341,281042,10152,0,3364,0,514,13516,14030
2019,4,ROU,Romania,47,51,204,5,55,307,362,63112,362535,160029,130,806566,585816,1392387,64669,940770,196411,8323,142319,1210199,1352525
2019,4,RUS,Russian Federation,437,442,1377,140,1418,2396,3814,1510091,354801,280354,64313,1345646,2209625,3555334,1838516,13671845,1699908,35431,20681463,17245861,37927485
2019,4,SAU,Saudi Arabia,274,107,74,69,476,524,1000,3778750,1582907,168987,91515,4383615,5622191,10005819,2588532,1993767,113437,6681,23251514,4702457,27953998
2019,4,SDN,Sudan,13,4,13,8,29,38,67,21436,126254,3709,4242,419637,155641,575279,20500,2057,10254,228,611943,33039,644983
2019,4,SEN,Senegal,54,26,28,8,17,116,133,172765,540094,37311,8439,153834,758624,912462,81158,53198,19770,36,51635,154167,205802
2019,4,SGP,Singapore,1285,94,240,107,2353,1726,4079,17601888,963516,183623,33276,17475809,18782342,36258173,18129883,298787,207113,95857,12006445,18731683,30738163
2019,4,SLB,Solomon Islands,8,23,14,0,8,45,53,9890,4061,6329,0,15391,20281,35673,887,494357,18842,0,247,514086,514333
2019,4,SLE,Sierra Leone,14,5,0,3,5,22,27,54374,28513,0,2368,18175,85256,103431,488,122551,0,0,5195,123039,128234
2019,4,SLV,El Salvador,15,23,1,3,15,42,57,42657,324671,0,2473,120716,369807,490524,1655,45573,403,67,4128,47698,51827
2019,4,SOM,Somalia,17,5,18,0,6,40,46,57190,70219,59483,0,20270,186892,207162,22217,196,4994,0,1813,27408,29221
2019,4,STP,São Tomé and Príncipe,0,0,2,0,1,2,3,0,0,2863,0,1645,2863,4508,0,0,0,0,0,0,0
2019,4,SUR,Suriname,18,8,11,2,20,39,59,2015,40670,11469,765,18516,54923,73439,5640,25168,881,527,4718,32216,36936
2019,4,SVN,Slovenia,45,10,21,22,20,98,118,374467,534741,19940,15658,399470,944816,1344290,364398,936,34237,29105,2370,428685,431055
2019,4,SWE,Sweden,232,43,509,195,483,979,1462,158357,148290,454459,62064,2774842,823219,3598105,298687,126089,320232,157693,1222472,902744,2125232
2019,4,SXM,Sint Maarten,23,3,14,19,10,59,69,23934,27181,5590,1898,8097,58607,66704,7954,0,7490,5459,480,20909,21389
2019,4,SYC,Seychelles,11,0,3,0,2,14,16,21345,0,152,0,40306,21498,61806,11652,0,3332,0,518,14984,15502
2019,4,SYR,Syria,15,3,10,0,0,28,28,39595,51108,18357,0,0,109061,109061,2029,3727,2491,0,0,8247,8247
2019,4,TCA,Turks and Caicos Islands,0,0,12,2,11,14,25,0,0,4468,0,7388,4468,11856,0,0,919,0,7622,919,8541
2019,4,TGO,Togo,66,8,7,4,17,85,102,430090,100367,6809,1066,127623,538335,665963,129618,0,16191,102,14912,145913,160826
2019,4,THA,Thailand,394,44,90,30,655,558,1213,3648194,521744,172367,1194,1755598,4343516,6099133,4323838,457120,94427,33536,1028367,4908942,5937322
2019,4,TKM,Turkmenistan,0,0,13,11,26,24,50,0,0,2208,3458,2468,5666,8135,0,0,4551,3084,50357,7635,57993
2019,4,TLS,Timor-Leste,2,1,10,0,0,13,13,706,0,23849,0,0,24555,24555,0,1100,52,0,0,1152,1152
2019,4,TON,Tonga,6,0,5,4,4,15,19,10308,0,2357,116,3870,12781,16651,212,0,1199,260,295,1671,1966
2019,4,TTO,Trinidad and Tobago,73,12,39,11,112,135,247,140604,66401,16232,4274,218298,227520,445820,27199,75071,108243,490,1063271,211009,1274297
2019,4,TUN,Tunisia,44,32,88,60,32,224,256,65423,465851,141178,44750,152609,717221,869835,28086,79517,94788,27648,141119,230044,371163
2019,4,TUR,Türkiye,940,405,1869,244,1016,3458,4474,4046861,6427743,1725637,86093,5366203,12286541,17652825,4552876,3447466,1387946,170827,4345880,9559281,13905204
2019,4,TUV,Tuvalu,1,1,2,0,1,4,5,987,0,0,0,169,987,1156,78,0,3541,0,0,3619,3619
2019,4,TWN,Taiwan Province of China,1327,327,297,27,427,1978,2405,7204326,8802701,354631,31173,2580447,16392936,18973429,6916432,859865,384596,3348,1826408,8164314,9990760
2019,4,TZA,Tanzania,37,9,10,16,19,72,91,245088,137322,28329,27666,195664,438412,634079,8894,0,2542,15,12489,11451,23940
2019,4,UKR,Ukraine,58,194,237,13,69,502,571,26218,541918,62727,3557,25857,634426,660285,233782,5239027,523346,7506,671629,6003702,6675350
2019,4,URY,Uruguay,49,42,24,7,13,122,135,313405,150091,9397,1160,15481,474061,489544,411795,839008,129722,3482,17806,1384012,1401820
2019,4,USA,United States,1651,1289,499,458,2056,3897,5953,21642018,9763282,908224,578657,22224075,32892334,55116547,12592776,22844779,857425,153362,31418714,36448502,67867314
2019,4,VCT,St.  Vincent and the Grenadines,8,0,5,12,11,25,36,3151,0,3236,540,44959,6929,51889,1420,0,1885,50,751,3355,4106
2019,4,VEN,Venezuela,14,17,18,0,89,49,138,41027,510381,21505,0,494666,572916,1067583,1326,76932,3929,0,960425,82187,1042612
2019,4,VGB,British Virgin Islands,0,0,24,6,3,30,33,0,0,7068,954,7919,8022,15943,0,0,2853,0,0,2853,2853
2019,4,VIR,United States Virgin Islands,54,1,44,17,42,116,158,37901,1200,17927,4411,632194,61450,693655,16276,0,10163,1004,446422,27455,473883
2019,4,VNM,Vietnam,1233,241,460,15,406,1949,2355,2909743,2675660,551007,9792,1293971,6146280,7440299,1361265,1303859,268593,2625,326051,2936406,3262484
2019,4,VUT,Vanuatu,8,0,8,0,1,16,17,11364,0,5043,0,311,16408,16719,916,0,2137,0,175,3053,3228
2019,4,WSM,Samoa,9,0,6,0,1,15,16,10991,0,750,0,3503,11741,15244,2730,0,447,0,787,3177,3964
2019,4,YEM,Yemen,16,33,20,1,25,70,95,131478,725481,69440,0,268844,926401,1195247,1572,18466,4656,0,95109,24695,119805
2019,4,ZAF,South Africa,177,317,55,51,149,600,749,1622664,968304,109574,30126,1556282,2730688,4286986,1781166,12213641,80230,25203,596812,14100277,14697107
2019,5,ABW,Aruba,13,1,8,2,5,24,29,13545,2912,10847,509,32493,27815,60309,10010,0,2269,0,172,12279,12452
2019,5,AGO,Angola,32,8,26,2,69,68,137,254442,175209,57041,2917,307583,489612,797199,18405,0,17904,0,1129917,36310,1166231
2019,5,AIA,Anguilla,0,0,6,0,5,6,11,0,0,2833,0,1521,2833,4354,0,0,280,0,227,280,507
2019,5,ALB,Albania,3,0,9,0,9,12,21,8854,0,10829,0,25843,19683,45526,2818,0,426,0,4176,3244,7420
2019,5,ARE,United Arab Emirates,471,162,175,66,470,874,1344,9511364,1548348,137919,38593,3758782,11236268,14995068,8364875,4585044,132057,14424,6772983,13096448,19869476
2019,5,ARG,Argentina,102,361,61,19,311,543,854,472789,698851,93986,7985,702167,1273618,1975802,592831,9908503,219088,24789,2463046,10745234,13208311
2019,5,ASM,American Samoa,9,0,6,0,0,15,15,5671,0,1107,0,0,6778,6778,2067,0,311,0,0,2378,2378
2019,5,ATG,Antigua and Barbuda,5,0,23,8,13,36,49,3707,0,6234,184,76845,10127,86974,642,0,4865,0,17066,5507,22574
2019,5,AUS,Australia,322,1211,213,157,355,1903,2258,3109098,3701264,189043,140273,4347006,7139731,11486771,1969642,112385456,447203,8959,5308827,114811316,120120175
2019,5,AZE,Azerbaijan,0,1,36,12,52,49,101,0,969,13321,5142,101011,19438,120457,0,379,5376,3492,40369,9250,49622
2019,5,BEL,Belgium,482,113,482,437,1668,1514,3182,6413114,2593467,413629,170153,4680245,9590430,14270716,7951024,519171,458067,431353,3659009,9359693,13018744
2019,5,BEN,Benin,49,10,8,9,12,76,88,222507,264122,17687,5494,34449,509817,544269,48683,0,882,0,13530,49565,63095
2019,5,BES,"Bonaire,  Saint Eustatius and Saba",5,1,11,0,34,17,51,1630,0,1866,0,497983,3498,501481,11095,35382,20680,0,83589,67159,150748
2019,5,BGD,Bangladesh,103,24,33,4,35,164,199,504425,455220,97784,5699,348694,1063149,1411853,14983,99502,4374,41,12608,118909,131525
2019,5,BGR,Bulgaria,16,18,115,1,56,150,206,1518,11480,91343,0,773333,104346,877684,18786,244737,99558,0,439904,363089,803007
2019,5,BHR,Bahrain,23,36,19,11,39,89,128,79364,572736,24457,4623,20532,681185,701720,42471,481482,5806,128,1109149,529889,1639042
2019,5,BHS,The Bahamas,97,13,32,38,27,180,207,259822,41415,7268,4387,81298,312906,394207,278741,265489,14869,637,11050,559751,570805
2019,5,BLM,Saint-Barthélemy,0,0,1,5,2,6,8,0,0,462,1714,4182,2176,6358,0,0,257,197,0,454,454
2019,5,BLZ,Belize,12,0,4,0,4,16,20,9271,0,3408,0,0,12679,12679,1016,0,5174,0,15129,6190,21319
2019,5,BRA,Brazil,707,788,407,55,806,1957,2763,2913367,6583649,326516,15810,11184128,9839416,21023600,4098511,42480409,738773,40366,11272308,47358157,58630530
2019,5,BRB,Barbados,19,5,17,9,9,50,59,14441,4242,12559,179,28676,31426,60103,4977,10324,4611,394,992,20311,21303
2019,5,BRN,Brunei Darussalam,6,3,0,1,4,10,14,16659,24230,0,165,2877,41054,43931,190,31306,0,32,8499,31528,40027
2019,5,CAN,Canada,206,540,85,70,266,901,1167,2020803,2498287,126764,56760,3360159,4702634,8062821,1476623,10953256,205391,23545,3179060,12658847,15837930
2019,5,CHL,Chile,183,119,91,53,175,446,621,1031017,1230112,90779,30607,1983440,2382528,4365977,1484907,1830997,129284,0,310056,3445197,3755258
2019,5,CHN,China,6538,7326,2790,500,5489,17154,22643,65567525,209053423,4597194,239920,48621540,279458786,328080821,91163691,74326673,3550017,289733,15239755,169330772,184570858
2019,5,CIV,Côte d'Ivoire,61,41,22,8,28,132,160,84826,498009,46242,7113,121846,636202,758054,134109,246841,36764,5863,61034,423580,484622
2019,5,CMR,Cameroon,36,19,24,3,30,82,112,34226,246389,26347,0,279835,306963,586798,23131,67920,31111,0,759125,122165,881290
2019,5,COD,Democratic Republic of the Congo,10,5,9,0,13,24,37,13849,26512,22338,0,5034,62699,67733,2051,2249,97,0,1016534,4397,1020931
2019,5,COG,Republic of Congo,45,8,33,0,4,86,90,254861,14480,20988,0,0,290335,290335,90098,14489,40133,0,30477,144723,175201
2019,5,COK,Cook Islands,1,0,1,0,1,2,3,1119,0,1375,0,169,2494,2663,0,0,0,0,0,0,0
2019,5,COL,Colombia,321,152,77,25,122,575,697,909157,1254693,95879,11911,380820,2271683,2652521,613057,4983494,125736,348,2517685,5722649,8240346
2019,5,COM,Comoros,3,0,24,0,3,27,30,19354,0,29962,0,14305,49316,63621,0,0,7658,0,0,7658,7658
2019,5,CPV,Cabo Verde,36,14,37,13,51,100,151,31460,87303,20563,6362,108835,145695,254533,6353,46382,4935,241,7796,57916,65715
2019,5,CRI,Costa Rica,104,23,16,8,15,151,166,68912,353558,18247,6617,63840,447342,511184,292776,35718,16172,7,30846,344677,375527
2019,5,CUB,Cuba,22,39,36,1,42,98,140,120787,486763,32256,114,347687,639927,987617,14749,77854,45145,255,114885,138006,252895
2019,5,CUW,Curaçao,24,0,13,2,7,39,46,35779,0,4699,1350,16570,41831,58403,2477,0,1807,56,3749,4341,8090
2019,5,CYM,Cayman Islands,9,2,1,0,0,12,12,3993,3433,2101,0,0,9528,9528,21,0,0,0,0,21,21
2019,5,CYP,Cyprus,61,7,72,39,60,179,239,83239,5224,41677,5559,224283,135708,359995,25936,43804,57492,1360,52140,128597,180738
2019,5,DEU,Germany,751,116,684,370,525,1921,2446,7480740,2992537,602502,181249,3259852,11257129,14517065,7918870,560989,386009,233491,583447,9099453,9682964
2019,5,DJI,Djibouti,45,23,12,10,21,90,111,380558,588598,62146,2327,425464,1033635,1459105,78687,4717,4144,1439,16810,88990,105802
2019,5,DMA,Dominica,6,3,9,1,8,19,27,7694,4634,5050,38,3998,17417,21415,220,307,448,148,3275,1123,4398
2019,5,DNK,Denmark,159,64,423,80,289,726,1015,121262,382434,288559,17871,907176,810158,1717367,135424,139286,151421,33618,644187,459777,1103987
2019,5,DOM,Dominican Republic,134,26,72,9,25,241,266,417634,294668,86759,7859,145024,806933,951960,104743,13977,52716,1602,4180,173050,177231
2019,5,DZA,Algeria,106,95,113,5,123,319,442,295251,1841041,223127,448,288929,2359899,2648848,21199,586147,56111,248,2608133,663714,3271861
2019,5,ECU,Ecuador,111,25,26,12,66,174,240,152311,403403,19886,5045,233299,580656,813960,359146,13022,22178,1876,52365,396226,448593
2019,5,EGY,Egypt,275,184,202,38,158,699,857,1336713,4610941,298406,18974,1531177,6265093,7796289,1440026,1224308,272661,5872,3103133,2942909,6046055
2019,5,ERI,Eritrea,3,1,3,0,0,7,7,3037,0,5573,0,0,8610,8610,410,0,3265,0,0,3675,3675
2019,5,ESP,Spain,1266,349,831,421,850,2867,3717,6401593,3693011,615158,172933,7629211,10882885,18512199,7314132,1810420,764374,209110,3306975,10098193,13405277
2019,5,EST,Estonia,75,13,127,29,102,244,346,46030,1390,68240,14056,297533,129722,427269,73283,369552,106799,14083,881612,563728,1445348
2019,5,FIN,Finland,236,15,450,237,244,938,1182,98876,32638,367249,96698,1806532,595481,2402030,423622,230536,475483,204775,1175934,1334462,2510417
2019,5,FJI,Fiji,26,2,20,3,17,51,68,24759,44171,12916,508,92487,82355,174842,15810,0,1685,0,9875,17496,27372
2019,5,FRA,France,400,114,379,118,576,1011,1587,1655002,2856386,340343,46583,6272509,4898366,11170922,2027123,1065503,394030,34127,1468725,3520835,4989600
2019,5,FRO,Faroe Islands,0,0,11,0,0,11,11,0,0,3142,0,0,3142,3142,0,0,11201,0,0,11201,11201
2019,5,FSM,Micronesia,7,0,5,0,0,12,12,5173,0,3162,0,0,8335,8335,4952,0,92,0,0,5044,5044
2019,5,GAB,Gabon,16,7,21,3,23,47,70,28245,3594,15713,0,58172,47554,105726,26151,273271,29460,0,962780,328885,1291666
2019,5,GBR,United Kingdom,850,152,993,841,1103,2836,3939,3287983,2516021,933155,545702,7757119,7283058,15040320,2592107,418470,351673,161886,4739930,3524226,8264235
2019,5,GEO,Georgia,32,4,43,6,35,85,120,93521,30724,44040,5483,51565,173774,225344,1418,64036,48434,1176,305007,115064,420071
2019,5,GHA,Ghana,53,38,23,8,50,122,172,237532,450801,43760,11209,499658,743317,1242983,29511,276280,12794,0,890868,318586,1209456
2019,5,GIB,Gibraltar,4,0,7,0,36,11,47,1247,0,1575,0,75574,2822,78399,1026,0,902,0,18642,1928,20572
2019,5,GIN,Guinea,20,38,16,4,12,78,90,79695,157270,26919,8250,144832,272141,416975,22382,1322898,9943,0,2652,1355224,1357877
2019,5,GLP,Guadeloupe,21,2,10,18,13,51,64,43833,2731,13639,5988,21590,66199,87792,16571,0,1865,7725,11923,26163,38087
2019,5,GMB,The Gambia,11,1,3,0,2,15,17,50159,0,8762,0,1700,58921,60622,4516,0,0,0,1138,4516,5654
2019,5,GNB,Guinea-Bissau,8,2,3,0,2,13,15,20613,14091,5046,0,7128,39750,46878,1826,1199,1200,0,1013,4225,5238
2019,5,GNQ,Equatorial Guinea,11,6,18,0,23,35,58,37371,52121,11049,0,13074,100543,113618,268,57431,4080,0,672571,61779,734351
2019,5,GRC,Greece,332,68,184,127,604,711,1315,2740737,294426,106647,54370,2903083,3196221,6099332,2795286,353658,67646,31817,1717162,3248434,4965622
2019,5,GRD,Grenada,16,2,7,1,9,26,35,7697,601,10472,184,9223,18958,28183,4934,0,218,0,693,5152,5845
2019,5,GTM,Guatemala,121,36,6,11,35,174,209,210272,837947,26674,8732,303183,1083632,1386823,160348,188881,1221,700,181869,351158,533033
2019,5,GUF,French Guiana,9,0,1,1,11,11,22,7534,0,942,0,33957,8476,42434,2452,0,0,0,1371,2452,3823
2019,5,GUM,Guam,13,2,10,2,8,27,35,30493,16172,3825,1027,160857,51518,212379,8672,0,5421,594,0,14687,14687
2019,5,GUY,Guyana,22,10,36,1,28,69,97,14537,22029,22377,1015,37064,59961,97030,4717,155209,33918,0,2312,193847,196162
2019,5,HKG,Hong Kong SAR,1227,42,68,28,220,1365,1585,9718237,812733,93129,21430,2547049,10645556,13192621,9951582,143287,47576,579,81051,10143043,10224105
2019,5,HND,Honduras,92,14,8,6,22,120,142,99739,173338,17896,1087,309970,292069,602043,109284,59705,7024,103,27768,176117,203887
2019,5,HRV,Croatia,13,15,29,1,29,58,87,17413,152910,17929,0,252984,188254,441238,19184,32335,25929,0,9810,77450,87260
